매물번호,아파트명,거래타입,층,가격,정렬용가격,공급면적,전용면적,공급면적(평수),전용면적(평수),방향,세대수,준공년도
2613582023,래미안공덕3차,전세,중/20,12억,120000,136,114,41.1,34.5,남동향,616,20040830
2616073419,래미안공덕5차,매매,7/16,"20억 5,000",205000,81,59,24.5,17.8,남동향,794,20110825
2615325241,래미안공덕5차,매매,저/17,32억,320000,151,113,45.7,34.2,남향,794,20110825
2615962716,래미안공덕5차,전세,14/17,8억,80000,80,59,24.2,17.8,남동향,794,20110825
2614124494,래미안공덕5차,전세,저/17,"8억 5,000",85000,112,84,33.9,25.4,남서향,794,20110825
2613909653,래미안공덕5차,전세,고/17,"11억 5,000",115000,151,113,45.7,34.2,남향,794,20110825
2615920828,래미안마포리버웰,매매,3/17,"24억 8,000",248000,84,59,25.4,17.8,남서향,563,20150227
2612033508,래미안마포리버웰,매매,중/15,"29억 5,000",295000,109,84,33.0,25.4,남향,563,20150227
2615948722,래미안마포리버웰,매매,3/22,"29억 2,000",292000,113,84,34.2,25.4,남서향,563,20150227
2615698040,래미안마포리버웰,매매,중/18,33억,330000,144,114,43.6,34.5,남향,563,20150227
2614888702,래미안마포리버웰,전세,4/23,11억,110000,113,84,34.2,25.4,남서향,563,20150227
2615980439,래미안웰스트림,매매,고/29,"23억 5,000",235000,83,59,25.1,17.8,남향,773,20160128
2616028695,래미안웰스트림,매매,2/29,21억,210000,84,59,25.4,17.8,남동향,773,20160128
2615944092,래미안웰스트림,매매,8/33,24억,240000,118,84,35.7,25.4,남동향,773,20160128
2615905760,래미안웰스트림,매매,6/34,24억,240000,119,84,36.0,25.4,남동향,773,20160128
2616071087,래미안웰스트림,매매,중/29,32억,320000,151,114,45.7,34.5,남동향,773,20160128
2615720805,래미안웰스트림,전세,고/35,"3억 3,000",33000,119,84,36.0,25.4,남서향,773,20160128
2616030018,마포그랑자이,매매,중/22,"21억 2,000",212000,80,59,24.2,17.8,남서향,1248,20200221
2615965229,마포그랑자이,매매,중/22,"21억 5,000",215000,82,59,24.8,17.8,남동향,1248,20200221
2615895079,마포그랑자이,매매,고/12,"26억 8,000",268000,112,84,33.9,25.4,남향,1248,20200221
2615988936,마포그랑자이,매매,중/23,"27억 5,000",275000,113,84,34.2,25.4,남서향,1248,20200221
2615963159,마포그랑자이,매매,저/19,26억,260000,114,84,34.5,25.4,남동향,1248,20200221
2612135415,마포그랑자이,매매,저/22,28억,280000,128,96,38.7,29.0,남향,1248,20200221
2615894576,마포그랑자이,매매,고/22,40억,400000,153,112,46.3,33.9,남동향,1248,20200221
2614959075,마포그랑자이,전세,저/22,"8억 5,000",85000,80,59,24.2,17.8,남동향,1248,20200221
2616085425,마포그랑자이,전세,1/22,"10억 5,000",105000,112,84,33.9,25.4,남동향,1248,20200221
2613522983,마포그랑자이,전세,중/20,"2억 7,500",27500,114,84,34.5,25.4,남향,1248,20200221
2616025162,마포자이,매매,저/19,26억,260000,108,84,32.7,25.4,남동향,534,20031205
2615941512,마포자이,매매,3/19,"28억 5,000",285000,135,113,40.8,34.2,남서향,534,20031205
2615954553,마포자이,매매,12/25,"29억 5,000",295000,163,135,49.3,40.8,남서향,534,20031205
2616025307,마포자이,매매,13/25,33억,330000,189,157,57.2,47.5,남서향,534,20031205
2615662686,마포자이,전세,17/20,11억,110000,108,84,32.7,25.4,남동향,534,20031205
2615566165,마포자이,전세,4/19,"13억 5,000",135000,135,113,40.8,34.2,남동향,534,20031205
2614701784,마포자이2차,매매,16/25,27억,270000,110,84,33.3,25.4,남향,558,20140306
2610784679,마포자이2차,매매,고/25,32억,320000,144,118,43.6,35.7,남동향,558,20140306
2616057132,마포자이2차,매매,중/25,"29억 5,000",295000,145,118,43.9,35.7,남향,558,20140306
2614498217,마포자이2차,전세,고/25,12억,120000,110,84,33.3,25.4,남향,558,20140306
2615845337,마포자이더센트리지,매매,4/12,"20억 5,000",205000,82,59,24.8,17.8,남서향,927,20220630
2616090560,마포자이더센트리지,매매,저/25,23억,230000,113,84,34.2,25.4,남동향,927,20220630
2615961987,마포자이더센트리지,매매,저/25,"27억 5,000",275000,114,84,34.5,25.4,남서향,927,20220630
2614815284,마포자이더센트리지,전세,6/18,"11억 5,000",115000,113,84,34.2,25.4,남향,927,20220630
2615998505,마포자이힐스테이트라첼스,매매,14/17,27억,270000,82,59,24.8,17.8,남서향,1101,202703
2611812347,마포자이힐스테이트라첼스,매매,저/22,"29억 9,000",299000,109,84,33.0,25.4,남향,1101,202703
2613306277,마포자이힐스테이트라첼스,매매,고/17,"29억 4,000",294000,110,84,33.3,25.4,남동향,1101,202703
2615307232,마포자이힐스테이트라첼스,매매,중/16,"34억 6,425",346425,145,114,43.9,34.5,동향,1101,202703
2613823983,마포자이힐스테이트라첼스,전세,10/22,17억,170000,110,84,33.3,25.4,남서향,1101,202703
2616084736,마포프레스티지자이,매매,고/13,"16억 9,000",169000,57,42,17.2,12.7,남향,1694,20211230
2615512471,마포프레스티지자이,매매,중/27,23억,230000,79,59,23.9,17.8,남동향,1694,20211230
2616019023,마포프레스티지자이,매매,11/17,24억,240000,80,59,24.2,17.8,남서향,1694,20211230
2615485056,마포프레스티지자이,매매,고/27,24억,240000,81,59,24.5,17.8,남서향,1694,20211230
2611491807,마포프레스티지자이,매매,저/20,27억,270000,112,84,33.9,25.4,남동향,1694,20211230
2610077368,마포프레스티지자이,매매,중/27,29억,290000,113,84,34.2,25.4,남향,1694,20211230
2616025380,마포프레스티지자이,매매,저/27,34억,340000,150,114,45.4,34.5,남서향,1694,20211230
2615841883,마포프레스티지자이,매매,21/21,52억,520000,154,114,46.6,34.5,남동향,1694,20211230
2615225299,마포프레스티지자이,전세,중/27,"9억 6,000",96000,81,59,24.5,17.8,남서향,1694,20211230
2615940439,마포프레스티지자이,전세,12/27,"12억 8,000",128000,112,84,33.9,25.4,남향,1694,20211230
2615237758,마포한화오벨리스크(주상복합),매매,4/37,5억,50000,47,36,14.2,10.9,남동향,662,20041008
2615950612,마포한화오벨리스크(주상복합),매매,6/37,"5억 5,000",55000,48,36,14.5,10.9,남향,662,20041008
2615238649,마포한화오벨리스크(주상복합),매매,4/37,"5억 3,000",53000,49,38,14.8,11.5,남향,662,20041008
2615238096,마포한화오벨리스크(주상복합),매매,5/37,"5억 5,000",55000,50,38,15.1,11.5,남서향,662,20041008
2615237136,마포한화오벨리스크(주상복합),매매,3/37,6억,60000,51,39,15.4,11.8,북서향,662,20041008
2616071640,마포한화오벨리스크(주상복합),매매,5/37,"6억 1,000",61000,53,41,16.0,12.4,남서향,662,20041008
2614567949,마포한화오벨리스크(주상복합),매매,5/37,"7억 5,000",75000,64,49,19.4,14.8,서향,662,20041008
2615594072,마포한화오벨리스크(주상복합),매매,18/37,"10억 8,000",108000,76,59,23.0,17.8,북향,662,20041008
2614354546,마포한화오벨리스크(주상복합),매매,중/37,"11억 5,000",115000,98,75,29.6,22.7,남향,662,20041008
2615909172,마포한화오벨리스크(주상복합),매매,고/37,15억,150000,104,79,31.5,23.9,남향,662,20041008
2615213573,마포한화오벨리스크(주상복합),매매,중/37,14억,140000,106,82,32.1,24.8,서향,662,20041008
2615950100,마포한화오벨리스크(주상복합),매매,18/37,17억,170000,110,85,33.3,25.7,서향,662,20041008
2615950618,마포한화오벨리스크(주상복합),매매,37/37,27억,270000,162,125,49.0,37.8,남향,662,20041008
2611812869,마포한화오벨리스크(주상복합),전세,6/37,"4억 1,000",41000,49,38,14.8,11.5,서향,662,20041008
2612912052,마포한화오벨리스크(주상복합),전세,저/37,"4억 2,000",42000,50,38,15.1,11.5,서향,662,20041008
2615441846,마포한화오벨리스크(주상복합),전세,28/37,8억,80000,106,82,32.1,24.8,남향,662,20041008
2615282730,삼성,매매,1/17,"17억 5,000",175000,90,72,27.2,21.8,남동향,982,19970516
2615835763,삼성,매매,17/17,"20억 2,000",202000,104,84,31.5,25.4,남서향,982,19970516
2615277177,삼성,매매,저/17,23억,230000,158,136,47.8,41.1,남동향,982,19970516
2613490155,삼성,매매,저/17,24억,240000,159,136,48.1,41.1,남동향,982,19970516
2615234892,삼성,전세,저/17,"8억 2,000",82000,90,72,27.2,21.8,남동향,982,19970516
2614923987,삼성,전세,10/17,"8억 6,000",86000,104,84,31.5,25.4,남서향,982,19970516
2615837062,삼성,전세,5/17,"11억 5,000",115000,158,136,47.8,41.1,남동향,982,19970516
2615473032,삼성래미안공덕2차,매매,9/20,"18억 2,000",182000,80,59,24.2,17.8,남서향,683,20040629
2615775249,삼성래미안공덕2차,매매,1/20,"18억 7,000",187000,110,84,33.3,25.4,남동향,683,20040629
2612328406,삼성래미안공덕2차,매매,3/20,22억,220000,144,114,43.6,34.5,남동향,683,20040629
2614398241,삼성래미안공덕2차,전세,8/20,9억,90000,144,114,43.6,34.5,남동향,683,20040629
2615920695,상록,매매,7/20,12억,120000,69,49,20.9,14.8,남동향,678,19970830
2609930855,상록,매매,10/20,"12억 5,000",125000,70,49,21.2,14.8,남서향,678,19970830
2615920685,상록,매매,15/20,14억,140000,81,57,24.5,17.2,남서향,678,19970830
2614236053,상록,매매,4/20,"12억 8,000",128000,83,58,25.1,17.5,남서향,678,19970830
2614586354,상록,전세,13/21,"5억 5,000",55000,69,49,20.9,14.8,남동향,678,19970830
2615920643,상록,전세,5/20,5억,50000,81,57,24.5,17.2,남서향,678,19970830
2611188279,상록,전세,13/20,"5억 2,000",52000,83,58,25.1,17.5,남향,678,19970830
2615457373,서강쌍용예가,매매,저/12,"16억 8,000",168000,83,59,25.1,17.8,남동향,635,20071101
2615946902,서강쌍용예가,매매,저/15,"19억 5,000",195000,107,84,32.4,25.4,남향,635,20071101
2615748436,서강쌍용예가,매매,저/12,20억,200000,108,84,32.7,25.4,남향,635,20071101
2615959665,서강쌍용예가,매매,고/12,25억,250000,149,119,45.1,36.0,남동향,635,20071101
2611849768,서강쌍용예가,전세,7/15,"9억 5,000",95000,107,84,32.4,25.4,동향,635,20071101
2615398181,신공덕삼성래미안1차,매매,6/22,"18억 9,000",189000,81,59,24.5,17.8,남서향,834,20000814
2615925364,신공덕삼성래미안1차,매매,9/23,21억,210000,109,84,33.0,25.4,남동향,834,20000814
2614787253,신공덕삼성래미안1차,매매,3/21,22억,220000,142,114,43.0,34.5,남동향,834,20000814
2614782535,신공덕삼성래미안1차,전세,17/22,7억,70000,81,59,24.5,17.8,남서향,834,20000814
2615592024,신공덕삼성래미안1차,전세,18/21,"8억 3,000",83000,109,84,33.0,25.4,남서향,834,20000814
2615674248,신촌숲아이파크,매매,저/35,"21억 3,000",213000,85,59,25.7,17.8,남동향,1015,20190829
2615642587,신촌숲아이파크,매매,저/22,23억,230000,115,84,34.8,25.4,남동향,1015,20190829
2615080625,신촌숲아이파크,매매,12/35,"28억 6,000",286000,144,111,43.6,33.6,남향,1015,20190829
2616026871,신촌숲아이파크,전세,저/35,"11억 5,000",115000,115,84,34.8,25.4,남서향,1015,20190829
2615688728,염리삼성래미안,매매,중/17,"16억 5,000",165000,81,59,24.5,17.8,남향,574,20010328
2615824847,염리삼성래미안,매매,중/17,"18억 5,000",185000,84,59,25.4,17.8,남동향,574,20010328
2615712339,염리삼성래미안,매매,중/17,21억,210000,108,84,32.7,25.4,남동향,574,20010328
2615444070,염리삼성래미안,매매,저/17,20억,200000,109,84,33.0,25.4,남향,574,20010328
2615252611,염리삼성래미안,매매,고/17,"22억 5,000",225000,141,114,42.7,34.5,남향,574,20010328
2615004394,염리삼성래미안,전세,중/8,7억,70000,81,59,24.5,17.8,남동향,574,20010328
2615251965,염리삼성래미안,전세,저/17,"9억 2,000",92000,109,84,33.0,25.4,남향,574,20010328
2615219921,창전삼성(창전래미안),매매,저/20,"14억 5,000",145000,79,59,23.9,17.8,남서향,951,19980624
2616043702,창전삼성(창전래미안),매매,1/20,14억,140000,108,84,32.7,25.4,남서향,951,19980624
2612665653,창전삼성(창전래미안),매매,저/20,18억,180000,141,114,42.7,34.5,남향,951,19980624
2616044629,창전삼성(창전래미안),전세,1/20,"6억 8,000",68000,108,84,32.7,25.4,남서향,951,19980624
2614638835,태영,매매,2/18,15억,150000,105,84,31.8,25.4,남서향,553,20031128
2614414586,태영,전세,6/21,7억,70000,105,84,31.8,25.4,남서향,553,20031128
2614513150,현대홈타운,매매,고/20,"17억 5,000",175000,107,84,32.4,25.4,남동향,914,20000311
2614900351,현대홈타운,매매,10/20,"17억 8,000",178000,139,113,42.0,34.2,남동향,914,20000311
